age,attendance_percent,avg_marks,prev_failures,parents_education,family_income,extracurricular,behavior_issues,dropout
25,100.0,75.1,1,6,4,1,1,0
21,96.6,59.6,0,4,3,2,4,0
25,73.1,82.6,0,5,0,5,0,0
24,59.1,63.8,0,2,1,3,3,0
21,84.1,94.9,1,2,1,2,0,0
24,70.8,83.0,0,3,1,1,2,1
19,80.6,73.9,0,5,3,2,3,0
23,95.7,65.8,0,6,0,2,4,0
19,55.2,39.6,3,3,2,4,1,1
17,84.0,98.3,0,5,4,3,2,0
25,91.4,56.4,1,3,2,4,0,0
24,92.1,71.8,0,2,1,4,1,0
20,59.5,76.9,1,4,5,3,1,1
19,86.3,66.3,0,5,1,2,1,0
17,98.1,97.1,1,2,4,1,2,1
16,85.1,45.6,0,3,3,2,0,1
22,78.3,100.0,0,3,3,2,4,0
21,97.1,83.4,1,2,3,2,1,0
17,69.6,65.1,1,6,2,4,2,1
23,57.1,65.3,1,4,4,3,2,0
19,77.0,25.7,2,1,4,2,2,1
23,88.0,53.0,0,2,2,4,0,0
22,95.6,62.9,2,6,2,2,1,1
20,88.0,73.5,0,4,4,1,1,0
25,92.5,95.2,1,4,2,3,0,1
25,95.7,100.0,0,1,4,1,1,1
23,74.9,75.4,0,5,3,1,1,0
24,77.8,74.1,0,3,2,2,0,0
20,99.3,60.2,0,4,0,5,1,0
25,61.8,35.7,0,6,1,3,1,0
20,86.4,57.9,0,1,2,0,0,0
17,69.2,65.9,0,3,2,3,1,0
20,96.5,89.5,0,0,3,2,1,1
18,79.7,80.4,0,3,3,2,3,0
22,80.1,74.4,0,2,3,6,0,1
25,100.0,58.4,0,6,4,0,1,0
20,63.9,30.4,0,3,1,3,1,1
23,83.2,31.6,1,4,3,2,3,0
16,77.3,36.7,2,5,0,1,1,1
18,88.0,64.2,0,7,2,3,1,0
18,100.0,89.9,1,3,1,3,0,0
24,70.9,89.3,1,3,2,0,0,0
20,62.0,85.9,0,1,2,6,0,0
24,67.9,59.7,1,0,0,2,2,0
24,76.5,92.9,0,4,2,4,1,1
16,81.0,51.4,0,1,5,1,1,0
17,81.7,87.1,0,3,1,3,1,0
20,100.0,36.5,0,0,3,4,0,0
19,100.0,46.5,1,4,2,3,2,1
25,99.5,100.0,0,3,2,5,2,0
24,100.0,65.9,0,1,0,0,2,0
22,92.4,56.4,0,2,1,3,0,0
21,96.6,92.1,1,4,3,4,1,1
22,92.1,94.3,1,4,1,1,3,0
16,89.6,61.3,1,3,1,0,1,0
16,85.9,75.6,0,5,2,3,1,0
23,74.0,72.7,0,1,2,0,1,0
17,61.3,20.0,0,1,3,3,1,0
25,78.0,42.1,0,0,2,0,1,0
24,88.5,88.8,0,3,2,2,0,0
22,81.1,53.3,0,4,2,4,1,0
21,64.0,80.6,0,1,0,4,2,0
16,77.5,75.3,2,4,2,3,4,0
16,76.7,94.3,1,3,2,2,0,0
17,79.1,42.7,0,7,2,2,2,0
21,87.4,77.9,0,4,3,4,0,0
21,90.6,68.7,0,4,3,2,3,0
17,72.5,54.2,1,4,1,3,0,1
16,94.7,54.1,1,7,1,3,1,0
25,97.0,74.5,3,7,2,1,0,0
20,84.8,82.6,0,3,3,0,1,0
20,90.0,71.3,1,3,0,4,1,0
17,94.8,71.9,0,3,4,4,2,1
21,63.5,60.0,2,3,2,5,1,1
24,95.8,61.4,1,3,2,5,1,0
17,68.1,54.2,1,2,3,1,1,1
25,69.6,59.6,0,6,0,4,0,0
17,82.9,81.9,1,3,2,1,0,0
18,47.8,84.1,0,5,2,2,1,1
22,82.6,44.5,0,3,1,7,1,0
21,94.7,52.1,0,4,4,3,0,0
23,55.3,55.8,0,3,3,5,1,0
23,96.3,68.7,0,4,1,2,0,1
21,69.5,36.3,0,3,2,3,1,0
25,83.1,52.4,0,3,1,2,3,0
18,71.7,42.3,0,5,4,4,1,0
18,88.6,78.0,0,1,2,3,2,0
16,95.4,69.4,0,3,2,3,2,0
22,89.7,60.7,0,2,2,3,1,0
20,79.9,48.7,0,5,2,0,1,0
19,72.9,61.1,0,2,3,2,1,0
25,79.0,58.7,1,4,3,3,0,0
19,89.8,100.0,0,2,2,2,2,0
19,90.4,89.9,1,3,3,1,2,1
21,88.3,56.2,0,5,2,1,3,0
23,60.8,73.3,3,2,0,2,1,1
23,79.7,88.9,0,4,0,3,1,0
20,70.5,56.2,0,2,2,4,2,0
21,90.0,41.7,0,3,3,1,1,0
19,68.5,34.1,0,3,4,0,1,0
24,86.8,95.4,1,4,0,7,2,0
23,75.8,66.2,0,4,2,0,3,1
25,51.8,75.8,0,4,1,1,0,0
25,94.0,58.5,2,2,4,0,1,0
16,79.6,44.6,0,3,4,5,1,0
17,99.1,48.4,0,0,1,3,1,0
24,55.0,43.2,0,5,3,3,1,0
23,75.6,87.0,0,5,3,2,1,0
18,76.8,99.9,2,2,1,5,1,0
23,84.1,70.7,1,2,2,0,0,0
16,60.1,39.6,1,0,3,0,1,0
25,88.2,79.9,2,6,0,0,0,1
19,100.0,95.3,0,5,2,3,1,0
18,87.1,89.4,0,3,1,4,3,1
21,81.4,69.4,0,3,2,1,0,0
22,59.3,65.3,1,2,4,2,0,0
19,68.4,69.3,2,4,2,3,0,0
22,79.2,94.5,0,4,0,3,1,1
24,72.1,85.2,0,3,0,2,0,0
17,95.4,62.3,2,5,3,3,1,0
18,88.0,61.8,0,3,2,2,1,1
20,100.0,60.4,2,1,2,2,1,1
18,65.3,48.7,0,4,1,2,2,1
23,80.5,97.0,0,3,3,1,3,1
25,59.2,54.2,0,6,4,1,0,0
23,46.7,79.8,1,3,4,0,2,1
23,90.8,56.8,0,3,2,3,0,0
24,87.4,60.5,0,4,3,3,0,1
19,67.2,67.7,2,3,1,2,1,0
20,81.4,80.9,1,3,3,2,1,0
20,70.6,64.8,1,7,1,3,0,1
23,72.6,47.2,0,3,3,3,0,0
22,75.2,70.4,2,2,2,5,3,1
24,66.6,54.7,0,5,4,3,0,0
23,69.3,100.0,0,0,3,1,2,0
17,69.7,64.8,0,2,2,4,2,1
25,86.3,56.6,0,4,4,2,0,0
19,38.4,100.0,2,2,1,3,1,1
21,76.6,84.8,0,7,5,2,0,0
17,63.7,52.1,0,3,3,7,0,1
22,64.2,54.2,1,4,5,1,0,1
18,72.1,79.5,1,2,0,3,0,0
18,79.8,70.9,1,2,1,1,0,1
17,76.8,87.8,0,4,3,1,0,0
23,64.0,56.7,1,3,4,1,1,1
21,90.8,84.0,0,5,0,2,1,0
16,66.5,25.2,3,2,0,1,3,1
16,69.0,66.9,0,4,1,2,0,0
22,84.3,57.7,1,2,4,5,1,0
23,84.8,60.9,0,4,3,2,3,0
20,70.8,67.9,0,4,2,1,0,0
20,36.0,92.8,0,1,0,6,1,0
19,66.7,46.9,0,3,2,0,1,0
21,82.4,26.2,0,0,1,3,3,0
21,90.3,49.2,1,3,3,1,1,0
18,78.8,90.4,0,4,2,2,1,0
24,72.8,37.1,1,1,3,0,2,0
22,100.0,58.6,0,6,4,2,1,1
16,74.4,86.8,0,3,2,4,1,0
22,89.2,68.8,1,6,2,1,2,0
20,60.0,92.6,1,1,3,5,1,0
20,63.6,29.3,0,6,1,3,0,1
17,89.7,63.6,0,1,4,4,2,1
19,95.7,96.7,1,3,0,1,1,0
21,74.2,47.5,0,6,4,1,1,0
25,52.3,90.7,0,2,0,3,1,0
22,77.5,65.3,1,0,0,4,2,0
20,82.8,78.7,0,5,2,2,1,0
24,81.5,95.3,0,4,5,5,1,0
18,71.5,78.6,2,3,5,1,4,0
16,77.7,58.2,1,0,1,5,0,0
19,68.8,81.2,0,4,1,5,0,0
24,63.3,56.8,0,2,2,4,1,0
19,91.3,75.5,0,6,2,0,1,0
17,81.5,45.0,1,4,3,3,1,0
25,77.7,70.6,1,4,2,2,1,0
20,72.4,93.8,0,2,3,0,1,1
18,77.3,64.0,0,5,3,2,1,0
24,82.4,91.9,0,3,2,4,2,0
19,100.0,100.0,0,5,4,3,1,0
21,89.8,69.4,1,2,1,1,2,0
17,70.0,82.3,0,5,1,3,3,0
21,70.2,79.5,0,4,3,0,0,0
18,67.8,74.5,0,0,1,0,1,0
24,77.0,85.8,0,3,0,2,1,0
17,67.8,65.0,0,2,4,3,2,0
24,87.1,56.7,0,3,3,1,2,1
20,40.3,39.5,1,3,2,1,0,1
23,88.0,63.1,3,3,3,4,3,0
17,84.1,88.0,2,4,2,3,1,1
21,98.9,51.2,0,4,5,1,3,0
18,93.2,74.9,1,0,0,2,0,1
25,69.7,67.5,3,5,3,3,2,0
20,91.5,57.6,0,6,3,5,1,0
23,77.5,32.9,0,3,2,5,1,0
25,51.0,97.3,0,2,3,0,2,0
16,82.4,80.3,0,3,4,2,1,1
20,70.6,100.0,1,4,3,3,1,0
18,80.0,91.6,0,4,2,0,0,0
19,100.0,96.8,0,4,2,5,2,0
17,83.4,35.0,0,1,4,1,1,0
24,64.7,34.7,0,5,2,4,2,1
18,94.5,70.8,0,3,3,1,1,1
17,85.4,47.0,0,2,2,3,1,0
25,63.0,56.4,0,1,1,1,0,0
24,55.9,100.0,1,3,0,4,2,0
22,65.3,93.8,1,4,5,4,1,0
21,92.5,51.3,1,4,3,2,1,0
16,75.5,22.7,1,6,1,1,1,1
20,81.2,49.6,1,2,4,6,0,0
18,59.9,58.9,1,7,2,0,3,1
16,92.9,63.6,1,4,3,3,1,0
19,49.8,44.4,1,3,1,1,3,1
17,70.2,92.6,0,5,4,5,0,0
17,86.3,55.8,0,4,2,2,1,0
18,63.2,83.0,1,3,3,3,1,0
23,89.2,71.1,0,5,0,2,2,0
23,67.0,88.8,0,4,2,2,0,1
22,61.6,65.2,0,4,1,3,1,1
21,99.3,51.5,0,5,4,2,3,0
24,82.3,58.0,3,3,1,2,0,1
19,87.8,58.3,0,4,3,2,2,0
16,95.3,100.0,0,4,0,2,2,0
23,40.7,71.5,0,3,1,2,0,0
22,89.5,70.1,1,1,2,5,1,0
22,68.6,87.6,0,5,3,2,1,1
18,70.6,70.0,1,0,3,4,0,0
19,86.6,92.4,1,4,5,2,1,0
25,74.6,62.6,0,6,4,1,2,1
24,88.9,60.5,0,3,0,3,0,0
21,79.4,50.4,0,1,4,4,1,0
20,82.5,100.0,1,2,2,4,1,1
18,72.6,68.6,1,4,4,1,0,0
24,64.0,46.5,0,6,0,3,3,1
20,68.9,73.9,0,3,4,5,0,0
20,78.5,57.0,0,1,1,2,1,1
19,100.0,62.2,1,4,2,2,1,0
19,100.0,76.2,0,4,0,2,0,0
16,70.2,100.0,0,3,1,4,1,0
22,80.9,72.0,0,4,2,3,3,0
24,75.7,55.8,1,3,4,3,0,1
18,82.0,59.9,1,5,3,4,1,0
17,83.9,83.1,0,3,1,2,0,0
18,87.9,30.8,1,2,1,1,2,0
16,36.5,49.1,0,5,2,2,0,1
21,85.5,74.3,3,3,4,4,1,0
22,74.0,35.9,0,2,0,0,1,0
17,69.4,63.7,1,6,2,9,1,1
23,91.9,60.4,0,4,0,1,0,1
21,100.0,87.5,0,2,2,4,3,1
19,90.3,65.0,1,4,1,0,1,0
20,72.2,93.7,0,5,0,3,1,0
23,63.9,71.6,0,4,1,1,0,0
18,34.9,100.0,0,2,1,2,2,1
18,82.7,42.3,0,4,1,3,0,0
19,88.7,100.0,0,4,3,3,0,0
16,78.5,61.8,0,5,0,3,1,1
24,94.0,99.5,1,2,0,1,4,1
23,60.2,93.7,1,4,1,3,0,1
23,77.4,20.0,0,0,4,1,0,1
25,76.2,79.6,0,4,3,2,1,0
21,78.3,90.0,2,6,3,3,1,0
22,97.5,96.6,0,2,2,2,2,0
21,78.4,46.5,0,3,1,4,2,0
24,75.6,81.8,1,4,0,1,0,0
18,65.9,73.9,1,4,2,1,1,1
18,99.9,78.6,0,3,2,6,0,0
18,58.5,90.0,0,4,4,3,1,1
25,71.7,93.1,0,5,4,1,2,0
18,100.0,56.9,3,4,2,0,1,0
24,87.0,75.3,0,4,2,2,0,1
19,79.7,70.8,3,3,1,3,0,0
22,80.3,65.2,0,6,1,3,2,1
24,65.8,67.1,0,2,4,1,2,1
22,79.0,73.9,0,2,1,1,1,0
24,74.8,58.0,1,3,5,4,0,1
18,82.7,87.7,0,4,2,3,3,0
19,57.4,95.4,0,5,2,2,1,0
23,86.0,53.6,2,1,1,1,1,0
21,95.2,96.4,3,5,3,3,2,1
20,76.9,53.6,0,5,2,5,0,0
19,89.7,88.0,0,4,2,2,1,0
23,84.7,96.3,1,5,1,2,2,0
16,70.9,68.1,1,2,0,2,0,1
24,64.1,53.8,0,2,2,2,1,0
16,66.2,58.2,2,5,2,4,1,0
23,84.4,77.2,0,3,3,3,3,0
19,79.2,100.0,1,2,3,5,0,1
24,99.1,36.1,0,4,2,2,2,0
20,91.9,72.0,0,5,3,1,1,1
18,91.8,68.2,0,4,1,2,1,0
24,83.9,60.9,1,3,3,0,0,0
24,65.6,68.4,3,3,0,3,2,1
19,84.9,59.2,0,5,1,1,0,0
19,81.0,94.9,0,1,1,3,2,0
23,62.9,96.8,0,2,3,3,1,0
17,98.1,71.8,2,3,0,3,2,0
24,96.5,67.2,3,4,1,4,0,0
21,62.8,60.1,1,3,2,5,0,0
24,70.4,71.8,0,2,0,1,1,1
23,71.8,100.0,3,0,3,1,1,1
22,89.1,67.9,0,0,2,3,1,0
16,87.4,53.2,0,2,4,3,1,0
18,80.7,62.0,0,3,0,3,0,0
17,84.1,85.1,0,4,1,2,1,1
20,60.7,55.6,1,3,3,5,0,0
20,85.7,69.3,1,3,3,2,0,0
20,78.5,79.5,0,2,1,1,3,0
19,69.8,57.2,0,3,2,3,1,0
20,57.0,34.7,0,1,3,3,2,0
18,80.4,48.6,0,1,0,3,0,0
16,85.4,52.8,0,2,3,1,0,0
20,54.5,65.4,0,7,1,4,1,0
24,80.3,70.9,1,3,4,1,1,1
24,81.8,86.5,2,6,2,2,0,0
19,71.7,45.5,2,3,0,3,0,0
18,85.7,83.6,3,3,2,5,0,0
16,78.0,62.6,1,5,5,3,0,0
17,84.2,34.3,0,1,3,3,2,0
23,88.0,70.3,2,2,2,1,1,0
16,88.0,96.3,0,6,2,2,1,0
23,95.3,87.7,1,3,2,0,0,0
22,85.1,68.5,0,0,0,2,2,0
23,72.8,92.5,1,0,1,1,0,0
21,70.3,73.8,0,6,2,5,1,0
24,64.1,89.6,0,5,2,4,0,0
18,82.3,36.8,0,3,1,1,1,0
25,99.8,45.0,0,2,3,0,2,0
19,74.6,84.6,3,5,2,2,1,0
21,86.7,100.0,0,3,2,2,3,0
23,68.7,78.3,0,3,1,1,2,0
20,82.9,60.1,2,4,3,0,0,1
18,98.9,53.0,1,3,3,5,1,0
21,90.3,63.7,0,4,3,3,3,0
19,56.4,94.3,0,5,1,2,0,0
24,88.6,63.1,0,5,2,2,2,1
18,89.2,91.0,2,3,4,3,3,0
19,82.6,83.1,1,2,2,2,2,0
22,90.0,100.0,3,2,1,3,2,1
22,67.5,74.0,0,3,3,3,2,1
19,80.9,69.0,0,3,1,2,1,1
21,96.7,92.0,0,3,1,7,1,0
18,95.3,51.3,1,1,1,0,0,0
21,88.2,61.1,0,2,1,2,2,0
17,66.8,36.4,0,3,2,3,3,0
23,64.4,44.9,0,4,0,1,1,0
17,81.7,100.0,0,4,4,2,1,0
22,82.7,83.8,1,3,2,3,1,1
24,78.5,42.6,0,4,2,1,2,0
16,67.9,93.9,0,4,2,3,0,0
23,86.6,55.9,0,3,3,2,1,0
22,81.7,82.8,2,1,2,6,3,0
21,84.3,82.5,0,3,3,0,0,1
21,88.9,100.0,0,3,4,5,3,0
21,75.9,59.2,0,1,3,1,3,0
24,72.7,55.2,0,7,2,3,3,0
17,96.6,20.0,2,3,3,4,1,1
16,68.6,67.6,0,4,2,2,1,0
21,73.0,84.5,2,3,1,1,2,0
25,98.5,87.2,0,1,1,3,1,0
23,71.8,95.0,2,1,4,2,0,1
18,78.5,75.8,1,4,1,4,3,0
25,73.8,80.1,0,2,4,1,1,0
16,53.3,71.4,1,2,1,0,0,0
24,78.2,84.1,0,6,2,3,0,0
16,64.8,51.3,0,3,3,3,2,0
18,83.8,41.8,0,0,1,3,2,0
23,96.6,53.4,0,3,3,0,1,1
18,46.8,74.3,1,4,3,4,0,1
19,73.9,44.0,0,3,2,2,1,0
23,86.8,57.3,1,0,2,1,0,0
16,47.2,58.0,0,3,1,5,0,1
21,100.0,85.6,0,1,2,0,1,0
16,85.7,83.2,2,4,0,3,1,0
16,96.2,71.4,1,4,2,2,1,0
23,71.5,79.0,1,0,4,6,2,1
19,73.4,79.4,1,2,2,3,1,0
16,77.6,62.7,2,3,3,1,3,1
25,100.0,59.2,0,4,2,4,2,0
22,99.8,100.0,1,2,1,2,1,0
20,82.0,20.2,0,2,2,5,0,0
20,83.8,55.2,0,7,3,1,2,1
16,89.5,65.9,0,0,1,3,3,1
25,100.0,81.2,0,7,4,0,1,0
21,85.7,92.7,0,0,2,3,1,0
24,80.7,100.0,2,2,0,2,0,0
24,74.9,68.2,1,3,2,1,0,0
23,83.5,69.5,0,1,2,3,1,0
20,71.2,77.3,0,1,1,4,0,1
16,87.4,59.4,0,2,3,5,0,0
24,58.5,46.3,0,6,4,2,1,0
16,76.1,68.1,1,3,3,5,2,0
23,91.0,84.9,0,4,4,4,2,0
20,85.5,65.1,0,4,4,3,3,0
18,73.1,78.3,2,4,4,3,1,0
22,76.5,32.6,1,4,1,3,1,0
22,95.5,70.4,1,3,2,3,2,0
24,61.8,61.9,1,1,0,2,1,1
22,61.9,44.5,0,2,2,3,0,0
18,66.1,83.1,0,2,4,2,1,0
16,79.8,100.0,1,1,1,3,3,1
23,59.6,89.8,1,0,3,0,0,0
18,94.3,91.1,0,6,3,1,0,0
23,66.1,84.2,0,6,1,2,1,0
23,83.4,82.9,1,1,1,4,3,0
20,71.3,34.0,0,2,2,1,0,0
16,79.0,67.4,0,1,1,3,1,1
25,55.9,80.2,0,2,2,0,0,0
22,95.0,80.6,0,2,2,3,1,0
25,65.6,95.4,0,6,2,2,1,0
20,64.0,49.4,0,1,1,3,0,0
23,100.0,82.1,1,2,2,3,3,0
24,88.3,48.7,0,1,0,3,2,0
22,94.4,65.8,0,7,4,4,1,0
22,86.9,68.8,0,6,2,0,0,0
16,73.2,87.3,3,4,4,2,1,0
19,60.4,84.9,0,3,3,1,2,0
17,75.5,72.4,0,2,3,3,0,0
17,65.3,27.0,1,2,2,2,1,0
17,66.2,78.9,0,3,1,2,1,0
19,56.3,64.6,0,5,2,4,0,0
16,81.7,97.8,0,2,0,2,0,0
19,100.0,93.1,3,3,4,1,1,0
17,88.4,51.2,2,4,2,1,1,1
20,78.4,81.6,2,2,5,2,2,1
18,79.4,82.0,0,4,3,2,3,0
23,34.3,80.6,2,3,0,4,1,0
19,73.6,78.0,0,0,3,1,1,1
16,58.6,82.6,1,3,1,1,1,0
16,82.0,100.0,1,6,1,4,1,0
25,76.1,59.0,0,2,1,2,0,1
18,67.0,51.9,1,3,4,4,0,0
24,81.7,85.7,0,1,2,5,2,0
22,81.5,32.3,0,4,3,5,0,1
17,100.0,83.1,2,5,1,3,1,0
24,90.3,79.5,0,3,2,2,1,1
25,83.3,23.1,0,2,2,1,0,0
17,65.8,57.3,0,6,2,1,2,0
18,63.9,100.0,2,4,1,2,2,1
25,89.0,40.9,0,4,2,3,0,0
17,77.0,74.3,0,3,3,2,2,0
18,83.7,49.9,2,2,1,8,0,0
21,94.7,55.8,0,4,5,2,2,0
24,57.3,100.0,0,3,1,2,1,1
24,100.0,72.5,1,3,2,5,1,0
22,94.5,80.3,0,1,0,2,0,0
18,49.2,67.8,1,3,0,1,1,1
19,100.0,39.7,0,5,4,3,3,0
21,84.8,46.3,2,6,4,2,1,0
20,72.8,93.6,2,1,3,5,1,0
17,87.8,73.1,0,4,4,4,3,0
21,65.3,54.6,0,4,4,2,1,0
18,88.2,69.6,3,5,3,3,1,0
23,68.1,83.2,0,5,4,7,2,0
17,100.0,79.1,0,6,2,1,3,0
16,80.9,54.6,1,6,2,6,1,1
24,89.7,38.5,1,2,3,3,1,1
18,68.2,61.9,1,4,0,0,3,0
16,92.2,92.2,0,3,4,2,0,1
22,79.8,87.1,0,2,1,1,0,0
25,58.8,78.2,2,2,4,4,1,1
20,76.4,66.6,1,1,2,2,0,0
20,100.0,59.7,1,5,2,2,1,0
16,92.9,67.0,3,3,0,2,2,1
24,74.3,85.6,1,5,4,3,0,1
22,52.0,90.2,0,4,1,1,2,0
